카드_고유키,카드회사코드,카드회사명,상품유형,상품코드,상품명,카드등급,후불교통,카드이미지,심의필일자,적재일자
카드_156,364,광주카드,체크카드,CDR20171202013,카카오페이 체크카드,,N,20240104/cardImage_Y/CDR20171202013.png,준법감시인 심의필 제 2023- 0690(2023.03.09),20240104
카드_157,364,광주카드,체크카드,CDR20230323001,GLOBAL TRAVEL 체크카드,,N,20240104/cardImage_Y/CDR20230323001.png,심의번호 : 준법감시인 심의필 제 2023-1295호(2023.04.20.),20240104
카드_158,364,광주카드,체크카드,CDR20220519002,메가박스 체크카드,,N,20240104/cardImage_Y/CDR20220519002.png,여신금융협회 심의필 제2022-c1a-04494호 (2022.06.10.),20240104
카드_159,364,광주카드,체크카드,CDR20210429001,불타는청춘 베테랑 체크카드,,Y,20240104/cardImage_Y/CDR20210429001.png,여신금융협회 심의필 제2022-C1a-02531호 (2022.04.11.),20240104
카드_160,364,광주카드,체크카드,CDR20210222001,멍이냥이 체크카드,,N,20240104/cardImage_Y/CDR20210222001.png,준법감시인 심의필 제2022-1105(2022.04.01),20240104
카드_161,364,광주카드,체크카드,CDR20200623001,목포사랑체크카드,,N,20240104/cardImage_Y/CDR20200623001.png,준법감시인 심의필 제2022-1104 (2022.04.01),20240104
카드_162,364,광주카드,체크카드,CDR20191107002,1st Y - Check 카드,,Y,20240104/cardImage_Y/CDR20191107002.png,준법감시인 심의필 심의필 제2022-1102 (2022.04.01),20240104
카드_163,364,광주카드,체크카드,CDR20191107001,1st A - Check 카드,,Y,20240104/cardImage_Y/CDR20191107001.png,준법감시인 심의필 제2022-1103 (2022.04.01),20240104
카드_164,364,광주카드,체크카드,CDR20190613001,여행스케치 아시아나클럽 체크카드,,N,20240104/cardImage_Y/CDR20190613001.png,준법감시인 심의필 제2023-1297(2023.04.20),20240104
카드_165,364,광주카드,체크카드,CDR20190319001,광주상생카드체크,,N,20240104/cardImage_Y/CDR20190319001.png,준법감시인 심의필 제 2022-2061호 (2022.06.16),20240104
카드_166,364,광주카드,체크카드,CDR20171202014,청춘대박 체크카드,,Y,20240104/cardImage_Y/CDR20171202014.png,준법감시인 심의필 2018-905(2018.11.29),20240104
카드_167,364,광주카드,체크카드,CDR20171202015,K-CHECK 카드,,Y,20240104/cardImage_Y/CDR20171202015.png,준법감시인 심의필 제 2018-903(2018.11.29),20240104
카드_168,364,광주카드,체크카드,CDR20171202016,K-TEEN 체크카드,,N,20240104/cardImage_Y/CDR20171202016.png,준법감시인 심의필 제2017-440(2017.06.21),20240104
카드_169,364,광주카드,체크카드,CDR20181109001,전남대학교 총동창회 체크카드,,N,20240104/cardImage_Y/CDR20181109001.png,준법감시인 심의필 제2018-673 (2018.09.21.),20240104
카드_170,364,광주카드,체크카드,CDR20181130002,여수광양항만관리(주)복지카드(체크),,N,20240104/cardImage_Y/CDR20181130002.png,준법감시인 심의필 제2018-524 (2018.08.07.),20240104
카드_171,366,신한카드,신용카드,202303140001,신한카드 봄,,Y,20240104/cardImage_Y/202303140001.gif,,20240104
카드_172,366,신한카드,신용카드,202308300001,신한카드 봄(도구리),,Y,20240104/cardImage_Y/202308300001.png,,20240104
카드_173,366,신한카드,신용카드,202303160001,신한카드 Globus,,Y,20240104/cardImage_Y/202303160001.gif,,20240104
카드_174,366,신한카드,신용카드,202205190001,신한카드 플리,,Y,20240104/cardImage_Y/202205190001.png,,20240104
카드_175,366,신한카드,신용카드,202211280002,신한카드 플리(산리오캐릭터즈),,Y,20240104/cardImage_Y/202211280002.png,,20240104
카드_176,366,신한카드,신용카드,202209140001,신한카드 핏(Fit),,Y,20240104/cardImage_Y/202209140001.png,,20240104
카드_177,366,신한카드,신용카드,202310160002,신한카드 My TeenS(포차코),,Y,20240104/cardImage_Y/202310160002.png,,20240104
카드_178,366,신한카드,신용카드,202211210005,신한카드 EVerywhere,,Y,20240104/cardImage_Y/202211210005.png,,20240104
카드_179,366,신한카드,신용카드,202207270003,신한카드 Eats More(곰표),,Y,20240104/cardImage_Y/202207270003.png,,20240104
카드_180,366,신한카드,신용카드,202201200001,신한카드 Eats More(이츠모아),,Y,20240104/cardImage_Y/202201200001.gif,,20240104
카드_181,366,신한카드,신용카드,202008280001,신한카드 Unboxing,,Y,20240104/cardImage_Y/202008280001.png,,20240104
카드_182,366,신한카드,신용카드,202206030001,신한카드 래플(Raffle),,Y,20240104/cardImage_Y/202206030001.png,,20240104
카드_183,366,신한카드,신용카드,202212160001,신한카드 구독 좋아요,,Y,20240104/cardImage_Y/202212160001.png,,20240104
카드_184,366,신한카드,신용카드,202108190001,#Pay 신한카드,,Y,20240104/cardImage_Y/202108190001.png,,20240104
카드_185,366,신한카드,신용카드,202210120001,신한카드 알뜰More(알뜰모아),,Y,20240104/cardImage_Y/202210120001.png,,20240104
카드_186,366,신한카드,신용카드,202108030001,위버스 신한카드(BTS),,Y,20240104/cardImage_Y/202108030001.png,,20240104
카드_187,366,신한카드,신용카드,201802130001,신한카드 Deep Oil,,N,20240104/cardImage_Y/201802130001.gif,,20240104
카드_188,366,신한카드,신용카드,202205230002,수소차 충전할인 신한카드,,Y,20240104/cardImage_Y/202205230002.png,,20240104
카드_189,366,신한카드,신용카드,202205170001,티머니 Pay & GO 신한카드,,Y,20240104/cardImage_Y/202205170001.png,,20240104
카드_190,366,신한카드,신용카드,201704050001,아시아나 신한카드 Air 1.5,,N,20240104/cardImage_Y/201704050001.png,,20240104
카드_191,366,신한카드,신용카드,202007030001,신한카드 MY CAR,,Y,20240104/cardImage_Y/202007030001.png,,20240104
카드_192,366,신한카드,신용카드,202101270001,신한카드 국민행복,,Y,20240104/cardImage_Y/202101270001.png,,20240104
카드_193,366,신한카드,신용카드,202103160002,IKEA for Business with 신한카드,,Y,20240104/cardImage_Y/202103160002.png,,20240104
카드_194,366,신한카드,신용카드,202005150001,신한카드 YaY,,N,20240104/cardImage_Y/202005150001.gif,,20240104
카드_195,366,신한카드,신용카드,202107060003,신한카드 My TeenS,,Y,20240104/cardImage_Y/202107060003.png,,20240104
카드_196,366,신한카드,신용카드,201604270001,신한카드 RPM+ Platinum#,,Y,20240104/cardImage_Y/201604270001.png,,20240104
카드_197,366,신한카드,신용카드,201905230001,신한카드 Air One,,N,20240104/cardImage_Y/201905230001.png,,20240104
카드_198,366,신한카드,신용카드,202102220003,신한카드 혼디모앙,,Y,20240104/cardImage_Y/202102220003.png,,20240104
카드_199,366,신한카드,신용카드,202201070001,땡겨요 신한카드,,Y,20240104/cardImage_Y/202201070001.png,,20240104
카드_200,366,신한카드,신용카드,201709220002,신한카드 Deep Dream,,N,20240104/cardImage_Y/201709220002.png,,20240104
카드_201,366,신한카드,신용카드,201807260002,신한카드 Deep Dream Platinum+,,N,20240104/cardImage_Y/201807260002.png,,20240104
카드_202,366,신한카드,신용카드,201807100001,신한카드 Deep Store,,N,20240104/cardImage_Y/201807100001.png,,20240104
카드_203,366,신한카드,신용카드,201907110002,신한카드 Deep Making,,Y,20240104/cardImage_Y/201907110002.png,,20240104
카드_204,366,신한카드,신용카드,201907110001,신한카드 Deep Taking,,Y,20240104/cardImage_Y/201907110001.png,,20240104
카드_205,366,신한카드,신용카드,201807260001,신한카드 Deep On Platinum+,,N,20240104/cardImage_Y/201807260001.png,,20240104
카드_206,366,신한카드,신용카드,202001290001,신한카드 Deep Once,,Y,20240104/cardImage_Y/202001290001.png,,20240104
카드_207,366,신한카드,신용카드,202001290002,신한카드 Deep Once Plus,,Y,20240104/cardImage_Y/202001290002.png,,20240104
카드_208,366,신한카드,신용카드,201605020001,신한카드 YOLO ⓘ,,Y,20240104/cardImage_Y/201605020001.png,,20240104
카드_209,366,신한카드,신용카드,201502100001,신한카드 B.Big(삑),,Y,20240104/cardImage_Y/201502100001.png,,20240104
카드_210,366,신한카드,신용카드,201509030001,신한카드 Mr.Life,,Y,20240104/cardImage_Y/201509030001.png,,20240104
카드_211,366,신한카드,신용카드,200803120001,신한카드 Hi-Point,,Y,20240104/cardImage_Y/200803120001.png,,20240104
카드_212,366,신한카드,신용카드,201507220003,신한카드 Simple+,,N,20240104/cardImage_Y/201507220003.gif,,20240104
카드_213,366,신한카드,신용카드,201605310001,신한카드 Shopping,,N,20240104/cardImage_Y/201605310001.png,,20240104
카드_214,366,신한카드,신용카드,202110010001,신한 햇살론카드,,Y,20240104/cardImage_Y/202110010001.png,,20240104
카드_215,366,신한카드,신용카드,201702200001,신한카드 Edu,,N,20240104/cardImage_Y/201702200001.png,,20240104
카드_216,366,신한카드,신용카드,201510260002,신한카드 주거래 신용,,Y,20240104/cardImage_Y/201510260002.png,,20240104
카드_217,366,신한카드,신용카드,201507300002,신한카드 Air Platinum#,,N,20240104/cardImage_Y/201507300002.png,,20240104
카드_218,366,신한카드,신용카드,201204170001,신한카드 Lesson Platinum#,,N,20240104/cardImage_Y/201204170001.png,,20240104
카드_219,366,신한카드,신용카드,201307090001,신한카드 Simple Platinum#,,N,20240104/cardImage_Y/201307090001.gif,,20240104
카드_220,366,신한카드,신용카드,201303190001,신한카드 Cube Platinum #,,Y,20240104/cardImage_Y/201303190001.png,,20240104
카드_221,366,신한카드,신용카드,201105010001,신한카드 Love Platinum#,,N,20240104/cardImage_Y/201105010001.png,,20240104
카드_222,366,신한카드,신용카드,201010010001,GS칼텍스 신한카드 Shine,,Y,20240104/cardImage_Y/201010010001.png,,20240104
카드_223,366,신한카드,신용카드,201602030001,신한카드 후불하이패스+ (하이패스 전용),,N,20240104/cardImage_Y/201602030001.png,,20240104
카드_224,366,신한카드,신용카드,202103050001,신한카드 후불하이패스+(SIM형),,N,20240104/cardImage_Y/202103050001.png,,20240104
카드_225,366,신한카드,신용카드,202207070001,(배민커넥트) 신한카드 Deep Oil 카드,,N,20240104/cardImage_Y/202207070001.png,,20240104
카드_226,366,신한카드,신용카드,201511230001,BC 부자되세요 홈쇼핑 신한카드,,N,20240104/cardImage_Y/201511230001.png,,20240104
카드_227,366,신한카드,신용카드,200506010001,신한카드 아름다운,,N,20240104/cardImage_Y/200506010001.png,,20240104
카드_228,366,신한카드,신용카드,201501020002,신한카드 아이행복,,N,20240104/cardImage_Y/201501020002.png,,20240104
카드_229,366,신한카드,신용카드,201001250001,신한카드 Ownership,,N,20240104/cardImage_Y/201001250001.png,,20240104
카드_230,366,신한카드,신용카드,202205310001,E1 개인택시운송사업자 신한카드,,Y,20240104/cardImage_Y/202205310001.png,,20240104
카드_231,366,신한카드,신용카드,201802220001,신한카드 경차사랑 Life,,N,20240104/cardImage_Y/201802220001.png,,20240104
카드_232,366,신한카드,신용카드,201309240002,신한카드 Hi-Point MyShop,,Y,20240104/cardImage_Y/201309240002.png,,20240104
카드_233,366,신한카드,신용카드,201709110001,신한카드 EV,,Y,20240104/cardImage_Y/201709110001.png,,20240104
카드_234,366,신한카드,신용카드,201309240001,신한카드 Hi-Point MyShop PLATINUM#,,N,20240104/cardImage_Y/201309240001.png,,20240104
카드_235,366,신한카드,신용카드,201806290001,청년동행 신한카드 B.Big(삑),,Y,20240104/cardImage_Y/201806290001.png,,20240104
카드_236,366,신한카드,신용카드,201612010001,큰수레 비즈니스 신한카드 Simple+,,Y,20240104/cardImage_Y/201612010001.png,,20240104
카드_237,366,신한카드,신용카드,201903080001,신한카드 집,,N,20240104/cardImage_Y/201903080001.png,,20240104
카드_238,366,신한카드,신용카드,201308020002,국세청 복지 GS칼텍스 신한카드 Shine,,Y,20240104/cardImage_Y/201308020002.png,,20240104
카드_239,366,신한카드,신용카드,201308020001,국세청 복지 신한카드 Lady,,N,20240104/cardImage_Y/201308020001.png,,20240104
카드_240,366,신한카드,신용카드,201507220002,공무원연금복지 GS칼텍스 신한카드 Shine,,Y,20240104/cardImage_Y/201507220002.png,,20240104
카드_241,366,신한카드,신용카드,201507220001,공무원연금복지 SK에너지 신한카드 Oiling,,Y,20240104/cardImage_Y/201507220001.png,,20240104
카드_242,366,신한카드,신용카드,201912240004,장애인 통합복지 신한카드 2030,,Y,20240104/cardImage_Y/201912240004.png,,20240104
카드_243,366,신한카드,신용카드,201912240005,장애인 통합복지 신한카드 Lady,,Y,20240104/cardImage_Y/201912240005.png,,20240104
카드_244,366,신한카드,신용카드,202210240001,신한카드 Shopping(한국유치원총연합회 교원증),,N,20240104/cardImage_Y/202210240001.png,,20240104
카드_245,366,신한카드,신용카드,202311100002,대한간호협회 신한카드 RN,,Y,20240104/cardImage_Y/202311100002.png,,20240104
카드_246,366,신한카드,신용카드,199902110097,대한치과위생사협회 신한카드 Lady,,Y,20240104/cardImage_Y/199902110097.png,,20240104
카드_247,366,신한카드,신용카드,202007270001,대한치과위생사협회 GS칼텍스 신한카드 BigPlus,,Y,20240104/cardImage_Y/202007270001.png,,20240104
카드_248,366,신한카드,신용카드,201906030001,알뜰교통 신한카드,,Y,20240104/cardImage_Y/201906030001.gif,,20240104
카드_249,366,신한카드,신용카드,202307110001,SK55 화물복지 신한카드,,Y,20240104/cardImage_Y/202307110001.png,,20240104
카드_250,366,신한카드,신용카드,200404010001,화물운전자복지 신한카드,,N,20240104/cardImage_Y/200404010001.jpg,,20240104
카드_251,366,신한카드,신용카드,201712040001,SK에너지 2MORE 화물복지 신한카드,,N,20240104/cardImage_Y/201712040001.png,,20240104
카드_252,366,신한카드,신용카드,201510270001,알뜰주유소 화물운전자복지 신한카드,,N,20240104/cardImage_Y/201510270001.png,,20240104
카드_253,366,신한카드,신용카드,201612270001,HD현대오일뱅크 2UP 화물운전자복지 신한카드,,N,20240104/cardImage_Y/201612270001.png,,20240104
카드_254,366,신한카드,신용카드,201702060001,S-OIL 2UP 화물운전자복지 신한카드,,N,20240104/cardImage_Y/201702060001.png,,20240104
카드_255,366,신한카드,신용카드,201802280001,노란우산 신한카드,,Y,20240104/cardImage_Y/201802280001.png,,20240104
카드_256,366,신한카드,신용카드,201609010001,개인택시운송자사업자 신한카드 T-플러스,,N,20240104/cardImage_Y/201609010001.png,,20240104
카드_257,366,신한카드,신용카드,201507270001,S.Sing 씽화물복지 신한카드,,N,20240104/cardImage_Y/201507270001.png,,20240104
카드_258,366,신한카드,신용카드,201403100001,외식가족공제 신한카드 Hi-point MyShop,,Y,20240104/cardImage_Y/201403100001.png,,20240104
카드_259,366,신한카드,신용카드,202001160004,교직원복지 신한카드 LOVE,,N,20240104/cardImage_Y/202001160004.png,,20240104
카드_260,366,신한카드,신용카드,202006100001,한국수력원자력 임직원복지 신한카드 LOVE,,N,20240104/cardImage_Y/202006100001.png,,20240104
카드_261,366,신한카드,신용카드,202007030002,SK One+ 화물복지 신한카드,,Y,20240104/cardImage_Y/202007030002.png,,20240104
카드_262,366,신한카드,신용카드,201306050001,부산가족사랑 GS칼텍스 신한카드 Shine,,Y,20240104/cardImage_Y/201306050001.png,,20240104
카드_263,366,신한카드,신용카드,202207140001,119 소방사랑 GS칼텍스 신한카드 Big Plus,,N,20240104/cardImage_Y/202207140001.png,,20240104
카드_264,366,신한카드,신용카드,202309200001,신한카드 Applus,,Y,20240104/cardImage_Y/202309200001.png,,20240104
카드_265,366,신한카드,신용카드,202308110001,카카오뱅크 신한카드 Time,,Y,20240104/cardImage_Y/202308110001.png,,20240104
카드_266,366,신한카드,신용카드,202309050001,SPOTV NOW 신한카드 구독 좋아요,,Y,20240104/cardImage_Y/202309050001.png,,20240104
카드_267,366,신한카드,신용카드,202309010001,CJ ONE 프리즘 신한카드,,Y,20240104/cardImage_Y/202309010001.gif,,20240104
